Date | Gender | Post 
19-5-2005|m|this topic really brought the sparks...looks like the fur was being ruffled the wrong way.  for me personally i hate any frm of house chores . that is why i don't cook(i buy my food) and i'm sorry to tell the feminists here...i will probably take my time out to look for a girl who can cook my food!!!  all the gadgets seun mentioned are really worthwhil...that is if there is power
23-5-2005||I know that some guys around me don't like doing house work because they claim they never say their dads doing it, so why should they! They revert to culture and claim its the womans job, to cook , clean and all that. Its amusing because when it comes to working, they complain about the bills and still expect the girls to chip in to make it easier. Fellas its a two way street. If you use culture, go all the way and not half.  But then again, there are a few guys who do housework and in return they expect appreciation like they've given you diamonds. There is just no winning!
29-6-2005|m|I can never be domesticated. Or what do you mean about domesticating Nigerian Men? It sounds ambiguous but then I can help my wife in some domestic work e.g ironing, washing and cooking in part and in full if she is indisposed.
30-6-2005|m|@tayotina Africana has done away with our fears with regards to feeding when the wives are not in town. Just drive to the nearest tantalizer's outlet and treat yourself to their Yam porridge(i believe thats their best dish) or something else.  @Ka I agree there should be division of labour. it is not easy to keep count of how many questions have been passed on "Who wants to be a millionaire " and cook at the same time. she will do the cooking, i will help her watch the tv (of course i provided the funds for the dish so its not entirely on her side.)
01-7-2005|f|I don't mind doing all the house-chores and cooking but hell will break loose if I go on a long trip and I come back to meet the house dirty and no food for me to eat. I will do all the work when I'm around and well but he MUST do everything when I'm away, ill or pregnant. If not [I]katakata go burst[/I].
04-7-2005|m|If I may ask, where is the rule book that says a man should not do housework? If you are living as a bachelor, who do you expect to do your laundry, cook, clean the house?  I personally see nothing degrading in doing housework. I have no qualms about going into the kitchen and whipping up a delicious dish. I certainly have no reason to eat and expect someone to wash my dishes for me.  I marry a wife, a partner, a friend.... NOT A SLAVE. So all you guys looking on your wives to do this for you, una better go look for servants cos thats what u need not a wife.
01-4-2005|m|I believe whatever it may be that you pray for as a christian, you should pray to God the Father in the name of his Son Jesus Christ. I believe that answers your question. From what I understand from the scriptures, he was sent to earth to bring us back to God. Therefore he is the intermediary.  Read more and pray more.
10-4-2005|f|The Bible is indeed confusing to a lay man or even to young converts. As with everything else, the more you read the Bible and meditate on it, the clearer the Holy Spirit makes what you read. Now with regards to praying amiss. I very strongly believe that what the Bible refers to here 'You get not because you pray amiss' is the fact that some people ask God for things that are so not biblical, hence, unacceptable and un-grantable. Whatever it is you want from God, the Bible emphatically says for you to pray to Him through His son Jesus Christ. He Himself said 'and whatever it is you want from God, ask it in my name and it shall be yours'. We can not compartmentalize our prayers, some to God and some to His Son Jesus Christ. An example of asking amiss is an unmarried or single woman praying for a child, God does not support that and such request may never be granted. A junior employee who is not ready to be corrected or adapt to company policy fervently praying for a promotion, a housewife coveting another's husband and praying for him to notice her in return.... all these are asking or praying amiss and those requests are never granted, at least not by God, of that I'm sure. But whatever request is biblical, whatever prayer seeks to promote and promulgate the goodnews of God, whatever our desires are that tally with God's wishes for our lives and those around us... these requests are best made to God through His Son and with a little patience where necessary and applicable, we are bound to get the full physical manifestation.
16-6-2005|m|Who is layman, a dogmatic man that take false things as real in the name of believe "Both sorrow and joy are constantly rapping at the door to encourage and arouse man to awaken spiritually. He is then very often freed for a few seconds from the trivialities of everyday life, and in happiness or grief vaguely senses his affinity with the spirit pulsating through all that lives."  Bible emphatically says for you to pray to Him through His son Jesus Christ. pure dogman, believe and settle with yr 10% abi pastor must chop.
23-6-2005|m|For you not to pray amiss you must know the will of God, His Promises. You must study the word of God as to know his intensions and will for your life. Pray and use His word reminding him of what He has promised. You can pray amiss for example you are single and you're praying for a child where will the child come from? Out of wedlock? Or you are a student praying Jeep or mercedes car. You wan thief?
14-3-2007|f|@topic,  Prayer is a wonderful resource of the Christian believer. People of many faiths 'pray'; but what really is prayer for the Christian, and how can we strengthen our prayer lives?  It is such a blessing to know that when we come to pray, we can come in the confidence of trusting God as our FATHER. Jesus said, "When ye pray, say, Our Father which art in heaven" (Luke 11:2). This immediately brings us to a relationship and takes away the religiosity which so many people are accustomed.  Another blessing of this relationship is that we are loved by the Father in exactly the same way that He loved the divine Son Jesus Christ. "As the Father hath loved me, so have I loved you: continue ye in my love" (John 15:9). What is it that the Father would deny the Son? Absolutely nothing! Think of it for a moment. "He that spared not his own Son, but delivered him up for us all, how shall he not with him also freely give us all things?" (Rom. 8:32).  At the basic level, when we come before God in prayer knowing that we are His children with whom He is pleased to give whatever we ask, our faith will be refreshed and strengthened. However, prayer is offered in the name of His Son Jesus Christ, and with trusting confidence that we ask according to God's will.  To Him be glory for ever.
31-3-2005|m|Any Jazz lover in the forum? Who is your favourite Jazz artist and what are your favourite Jazz tracks? How often do you listen to Jazz music? Lets talk Jazz,  I have several favaourite Jazz artists, but notably the best among them is Dave Koz, Kenny G (the great saxophonist) and Yanni (aka as the Jazzmaster).  There is no day that pass without my listening to Jazz. I even have my favourite tracks loaded on my cellphone which is capable of playing MP3.
02-4-2005|f|I love Najee cos he has introduced some kind of beats into the whole thing. Like Dave Koz, Kenny G but generally i love music so maybe not too much jazz
05-4-2005|m|Our own Kunle Ajayi cannot be overlooked also. He is making waves in South Africa. He is very good with the saxophone. He will soon be another Dave Koz.
06-4-2005|f|I love music to bits. I've been in the choir all my life, well not presently anyways. Yeah, I love jazz but I must say my favorite of all times remain Kenny G. True talk about Kunle Ajayi too. People who've got the wherewithal such as venue, artists and the modalities should really think about organizing jazz nights once in a while, you'll be amazed how soothing it is to the soul. That's the effect of good music generally anyway not disorganized noise like DMX or the likes. Sorry o DMX lovers.
07-4-2005|m|Yes Ra, As if you read my thoughts.  Somebody who 've got the wherewithals and know-hows should organise Jazz nights once in a while. Recently a Jaz Festival was organised in Jo'burg, South Africa, featuring reknowned Jazz artists from African and other parts of the world. The organisers charged $1,500 dollars (all inclusive) to go for the programme from Nigeria.  I would have loved to be there, and I wished I am rich enough to afford such trip. And to think that I was in Jo'burg just 2 weeks before the event, barely missing it.  Anyway, Jazz is gradually becoming a recognised music in Nigeria. Thanks to Kunle Ajayi & co. So, it is just a question of time before we start having such events in Nigeria.
12-5-2005|m|JAzz. don't i just love the sound of it...the new guys are good but at heart i am still an old school fella.  I still think no one can beat Louis Armstrong and Chet Baker when it comes to trumpets, and when it comes to sax: Buddy Arnold is my fellow anytime.  Jazz in naija is still growing and i hope the day is near when we'll have jaz festivals
12-5-2005|m|By the way, does anyone know of any Jazz club in Lagos? Or is there any club where they feature regular jazz artists?  I know of Jazz Hole at Awolowo Road, Ikoyi. But them they only sell Jazz audio music and general African music and books.
17-5-2005|f|Jazz lovers can tune to Rhythm 93.7 fm on Sundays at 8 p.m and enjoy Jazz with Ben Ofili a.k.a 'Buffly".
24-6-2005||Wow! Finally a place I can discuss My passion....JAZZ!! Jazz is my life and my life is jazz. I listen to all kinds of jazz including smooth jazz, traditional jazz and swing jazz which is my fav! Apparently, I also play an instrument too, the electric bass. and love to groove different styles of jazz with my band. I have tons of Jazz CDs in my house and listen to jazz everyday. I also own a World Space Radio and listen to "Riff" a channel dedicated to jazz music. Has anybody heard of Bright Gain? He's a Nigerian jazz virtuoso who play like a 'beast'. He's to me the greatest jazz musician in this country. I also like T-Mark...the half Itshekiri half swiss flutist.  The problem with Nigeria is that we are not used to 'listening' music but we love 'dance music'. Jazz is an art that can only be enjoyed by a matured mind...a mind that can comprehend its message. albeit, we are getting there...more people are beginning to like the music.
24-6-2005||Someone said something about looking for a place where he/she can listen to live jazz.  I dont live in Lagos anymore but I remember Ojez club ,Onike every 3 Sunday or so by 5pm. You'll have to pay a gate fee.  Sometimes, there are jazz gigs at "The Lords Club" Mary Land and Muson Center. which are usually announced in the media.  Regards!
11-10-2005||Nigeria has had a tradition of jazz influenced players over the years and even in the 80's we had our own international jazz festivals where Dizzy was a guest of honour and Toshiko akiyoshi played with her big band.  Of all the musicians playing now both at home and abroad i think funsho ogundipe of ayetoro has been able to create a nigerian sound based on jazz . i remember his songs something dey from 98 and also the new one being played on lagos radio Naija blues pt2. u can check out his band website (www.ayetoro.com)
02-11-2005|m|I am a Jazz man, i am jazz bassist, i listen to dave weckl john coltrane miles davis, the breckers brother john patitucci and ofcourse i listen to myself
04-11-2005|m|my first post, w00t! Anyway to name a few jazz artists that I like, I really dig the Marsalis family, Wynton, Bradford... and of course Yanni ranks up there for me as well. Hugh Masekela is another artist that I really love to listen to, his tribute to Fela is nice.
05-11-2005||Hello! Could Darlingbas be the famous Darlington on the Bass! Spectrum4! If it is, welcome to nairaland! I've listened to you play before and you've got such incredible tone on the bass. I play a lot of jazz too and I love walking the bass a lot. I love Jaco Pastorius (R.I.P), Bright Gain, Charlie Mingus to mention a few. I also love the jazz messengers...Wyton, Bradford, Art Blakey..tight!!
06-11-2005|m|Coltrane and Miles Davis fan. I just love the eery sound of Davis' trumpet. His interpretations of Spanish classics in Sketches of Spai[/i]n chill me to the bone and bring tears to my eyes. If I need some real emotions, I just put on Davis. [i]Kind of Blue is probably the standard to beat when it comes to improvising. Absolutely stunning
16-11-2005|m|Who listens to free jazz? i'm a sucker for bebop but i'm also impartial to ragtime & free jazz, I saw the leading proponent - Ornette Coleman @the Cheltenham jazz festival, hard work but nonetheless rewarding!
16-11-2005|m|nferyn, have you listened to trane's collaboration with Don Cherry - The Avant Garde? A mind boggling take on Ornette Coleman's classics...
16-11-2005|m|No I haven't, but you make me curious. I don't really know Jazz all that well. There are some things I like and that I want to listen to over and over again. Apart from that, I'm just an ignoramus on the subject. I'm quite happy you want to educate me though
16-11-2005|m|Ornette coleman's "Free jazz, a collective improvisation by the OC double quartet" was a huge inspiration for Trane's 1965 Ascension album.  On John Coltrane & Don Cherry album,Trane's sheets of sound meets the Ornette coleman's harmolodics sound, however Ornette is missing on this album, this album or any of the ones i mentioned are not for people of weak construction, if you like music where a lot is going on behind the scenes then this album is a must, but I must warn you it has a very quirky nature...
16-11-2005|m|Apologies for getting ahead of myself, please find below wikipedia's definition of free jazz:  Free jazz, or avant-garde jazz, is a movement of jazz music characterized by diminished dependence on formal constraints. Developed in the 1950s and 1960s, it was pioneered by artists such as Ornette Coleman, Cecil Taylor, Albert Ayler, Archie Shepp, Bill Dixon and Paul Bley. Some of the best known examples are the later works of John Coltrane. [i][/i]  To put it mildly, it is highly improvised, adventurous & unstructured jazz to the nth degree...
17-11-2005||Free jazz is very cool. i personally like Sun ra and a guy called sunny murrar who is the don of free jazz drumming. there are some cool compilations you can find on the net especially about the new york loft scene. check out ascension by coltrane and the live at the village vanguard recordings. smoking stuff!!!!
17-11-2005||Free jazz is very cool. i personally like Sun ra and a guy called sunny murray who is the don of free jazz drumming. there are some cool compilations you can find on the net especially about the new york loft scene. check out ascension by coltrane and the live at the village vanguard recordings. smoking stuff!!!!
17-11-2005|m|I'll check sunny murray out, but elvin jones still ranks as my favourite drummer of all times, his frenetic energy knocks me out.  Sun Ra? he's a bad (as in cool) guy, so are Albert Ayler & the father of them all - Ornette Coleman, he takes no prisoners....
25-12-2005||This is strictly for lovers of jazz...swing, latin, etc  There will be a show tomorrow the 26th December at Lords Club Maryland featuring, the Censers of Gold, JazzMind, Ayo Solanke to mention a few. The show starts 6pm prompt. Its NOT free. The tickets cost 1000 naira.
04-1-2006|m|my best; Yani Earl Clough Irakere. Chayanne
22-1-2006|m|
22-1-2006|m|Just having some new found love for Jazz...still I got mad love for Jazz.....  Give me some Chet Baker, Quincy Jones, Louis Armstrong, John Coltran, Duke Ellington, Diana Krall and this new guy Chris Botti....  U can never go wrong with smooth Jazz any day!!!
02-2-2006|m|m
02-2-2006|m|Oops mah bad!!...u will know better with them, they are just ma personal choices which is good!....U look like a friend of mine, where are u at?
02-2-2006|m|Yeah, its cool. I know they are your choices. I am in London. I can see you are in Canada, aight!
07-2-2006|m|
07-2-2006|m|I am a Bassist who loves Jazz, The guys that got me into jazz and music are very close friends of mine Femi Temowo and michael Olatuja. When it comes to Nigerian Jazz players in UK that are known to top musicians in the UK Scene These two guys are on the top of the list if not the top. You cannot compare these guys to lekan, akin or agbo and co thats an insult. These guys have played in Ronnie scotts, Northsea Jazz festival, Montreaux jazz festival, pizza express etc not to now talk of the big artist they've played with like George benson,miss dynamite, terry walker, amy winehouse, soweto. ...... infact just type in Michael olatuja or femi temowo on google's browser and let google do the talking also check out Soweto Kinch's album called "conversation with the unseen" I am not underestimating anyother nigerian jazz musician, but these guys are the top in UK jazz, well they are not known to many nigerians.
31-3-2005|m|What is the right age for marriage?  Is there a particular age at which you'd expect a lady or a man to be married? At what age should you start thinking about marriage? And at what age should you start panicking if you've not yet found the right man? If you say age doesn't matter, what are the things that matter and can they be measured?  Personally, I think the most important things to achieve before marriage are economic independence and a clear sense of where you're going in life. If you have that by 20, fire away. And if you're a lady, and you're close to or 30, please start panicking! Maybe you've been too picky?!
01-4-2005|m|The right age for marriage, I would say, is immediately after mental maturity, which is around the age of 18 for the male and around 16 for the female. Well there is a condition which is the ability to be able to take care of the wife and the family financially and morally, but then again we shouldn't forget the issue of education which might arise and conflict with the family needs in the aspect of being there and all that. So I would say the best time is after secondary school providing the requirement is fullfilled.Well frankly then again, actually its really a very difficult issue to really tackle because we do have different values, in terms of religious background and cultural values.  In my University, we do have Iranians that are married, and studying with their wives and infact they are happy and I can see that, because they are always hanging out with each other and the brightness of their face says it all. Most of this Iranian colleagues are only 19 to around 20, and frankly I am happy for them. Well if there is the money, I would say why not?
02-4-2005|f|Kazey has said it all really. I should simply buttress his point by saying there is no such thing as 'marriageable age'. As long as one is independent maturity wise (which in itself is a relative thing) and the financial means (without which the whole thing will be a joke) is readily available, then by all means, it's time to settle down. Having said that however, one needs to take into consideration the issue, I dare say the vital issue of raising kids. In my personal opinion, a lady who is younger than 20 might not necessarily be the best of mums to her kids largely because she is still so much a kid herself. Although there are women who are well over 30 and are still not the best mums. In any event, the 3 major factors I believe one needs to settle down will of course include a responsible and like minded man/woman (2) Maturity cum high sense of responsibility and last but not the least (3) financial independence. This does not exhaust the list by any chance but represent the basic things to look out for.  Erm.... Seun, I'm precariously closer to 30 than I am to 25 and I am not married. That is not to say that I've been too choosy or picky, it's just that the 2 relationships I've ever had didn't turn out too well. I've still got deep emotional scares from the last one and it's been over a year. Armed with such invisible wares, one tends to shrink away from these things till you find the right person. It takes time for you to know that, hence my seeing someone now for the last few months and trying to see if we are indeed compatible or not. Touching briefly again on financial independence, the erroneous and outdated belief that a guy must earn and save so much before he gets married is completely untrue. Couples who genuinely love each other remain helpmates and pool their earnings and resources together to meet the needs of the home.  Subjects as heavy as this are usually multifaceted, in that there are diverse sides of it for different people. The foregoing simply represents my personal view.
07-4-2005|f|Seun, I dont like discussing sensitive issues like this one, but I can't help correcting this statement: "if you're a lady, and you're close to or 30, please start panicking! Maybe you've been too picky?!"  I disagree with you brother, if you rush into marriage when you are not ready, you will rush out! I will be 30 by June 12, and for you information am not panicking, I'd better marry at 40 and live a happy life, than marry at 20 and stay unhappy for the rest of my life.  I have had experiences in relationships, both good and bad. We are in the modern age if you must know, and you don't go into marriage because society demands or because your mates are married. You marry because your are mentally, physically, financially, and most importantly emotionally ready.  The ripe age for a woman in my opinion is from 21. Take note: any woman who is desperate to get married will always end up with the wrong person. It's not an issue of being choosy or picky. Maybe some of us have had one or two unfortunate relationships, so we learn from our mistakes and they guide us in our future encounters. The essential thing is, 'marry your best friend'. I learnt that from AYA, so I will remain unmarried until I find my best friend, anything worth doing is worth doing well.  The reason for marriage in olden days was mostly so we can have children to help out in the farms, companionship then was secondary, a man can even marry more than one wife just to produce enough children. Now in the modern age, companionship (in my opinion, I stand to be corrected) is primary. To have children in our society, you have to be financially ready - so it's secondary.  Since the basic thing is companionship, and the economic situation coupled with cultural demands about marriage don't make things easy for couples ready for marriage to get married, it now make a lot of couples live together for ages, some even get children, before they now think of making their marriage official. Just like Ra said, the onus falls on both partners now. If you waiting for the ripe time, it might never come.  In essence what am saying is this: Nowadays we all enjoy companionship even if we are not married (boyfriend/girlfriend relationship, live-in lovers etc.) therefore marriage keeps getting postponed and delayed.
07-4-2005||Well, I guess I'm with angelgirl on her views. I think, for a guy sha, all things being equal you should marry between 26-29. Marrying at 30 or after it is just not cool. For girls I guess 21 up ain't bad. But as angelgirl said a whole lot of things have to be considered.
07-4-2005|m|Personally, I believe the right age for a man to marry is when: 1. He is financially able to take care of a family (not necessarily rich). 2. He is emotionally mature to play the role of a husband and a father.  As for the woman, the right age for her to marry, in my opinion is when: 1. She is has reached at least the age of 18 (to guard against VVF). 2. She has learned a trade or skill to avoid being a financial liabilty to her husband. 3. She has a ready suitor (which is the most important factor).
07-4-2005|f|Brother, whereabouts are you from? Forgive my French, but I couldn't help cracking my ribs when I read your She has learned a trade or skill to avoid being a financial liabilty to her husband.  I believe what you meant to say there was she must be independent career wise. Learning a trade or skill somehow reminded me of the days of my great grandparents when all the wives could do was limited to dyeing clothes, selling palm oil or farm produce and matting hair.
08-4-2005|m|Now the trend of the topic is changing. well first of all i would like to say that not everybody has to go to school and earn a certificate.  Everybody should go to school you might say? right? OK who would be my maid? a graduate from a university? who would be my butler or even mechanic? a university graduate.  when we tend to look, at the situation, its not the educational background nor even the millionaire achievement if you might call it that, that is really an important factor that needs to be sufficed before we can even take a glance at marriage. We said meeting the right guy? does time really justify that? Marrying our best friend? Trust me i have had best friends that have really disappointed me. But thats not the issue. The issue is the right age for marriage. But then again we say for the right age we have to have this , we have to have that. Then what really is primary? Maturity and financial stability? or even more?  And before i forget i would like to say happiness comes with scarifies and endurance, and its not natural. This applies to happiness in marriage too.
08-4-2005|m|Well, I am laughing too.  The point is, if a girl has to marry at the age of 18 or less, then she couldn't have achieved much career-wise. At best, she might has just finished her secondary school education.
08-4-2005|m|This is an interesting question, one that has been bothering me too.  I have read all contributions and they all make a lot of sence, but I still think the buttom line is "It is all relative to everybody". Right?
08-4-2005|f|As a lady I believe the right age for marriage is when I am independent cos I wouldn't want to be a liability. People need to mature and find themselves before finding someone else and one does not truly mature till their late 20s, or 30's.  One would really need to take their time and search for their soulmates. You know, you really have to find the bone of your bone and the flesh of your flesh. Remember, God took a rib from Adam to create the woman. So personally, I believe you must find your missing rib before going into marriage.  And then one important thing is the issue of finance. As Ra rightly said, one must be in a position to take good care of the family and at the same time one has to commit it into God's hands. HE KNOWS BEST.  So really there is no right age for marriage. You only have to consider it when you feel you are matured enough to endure all the pain, joy, sorrow, happiness and whatever that comes with marriage.
08-4-2005|m|I want to be sensitive, but this has to stop.  I do not agree with the idea that women should get married in their late 20s or early 30s. You make it sound as if when you feel you are ready you can just go to a supermarket and pick up a man. I don't think it can be that easy.  When you are in your early twenties, or even just above eighteen, there are lots of suitors: - Boys your age want to go out with you. - Men slightly older than you want to go out with you. - Single or divorced men much older than you want to go out with you!  So at this level the girl gets a lot of attention. This is the age at which the phrase "every girl has a suitor" is actually true.  When you are in your very late twenties or thirties, this is the case: - The 'good' men your age are engaged. Taken. - Men slightly older than you are married. - Men much older than you are 'old men' as far as you are concerned.  The few single men are still going to be dating women in their early twenties, as well as people closer to your age (I would)! And to make matters worse, your 'taste' would have improved, with all the extra education and work experience. This is when ladies start having serious doubts about whether it's "ok to date married men".  The point is this. If men are getting married at 25, women have to get married at 23. If men are getting married at 28, 29 then women have to get married at 24, 25. Because men will not date women who are older than them, but we would gladly date women who are much younger. As far as I know, the most eligible men get married earlier than the 'strugglers' and 'players' you are trying to avoid.  A lady should not prepare for marriage by 'waiting' for maturity. You should prepare for it by getting matured faster. Now exactly how is one to get matured faster? We'll have to the relationship experts, but I don't think it means burying yourself in a demanding career or field of study while your friends are dating and getting married!
08-4-2005||Hey Seun take it easy. You make it sound as if women are some unlucky people that have to always beg for marriage and that men are kings have the upper hand in selecting marriage partners. Yes I'm a guy and I love the fact that it's man's world, but you've gotta have pity and reason with the girls once in a while. As much as you enjoy your advantage when it comes to picking a partner you wouldn't want ur sister to suffer just to get married.  I got a sister a little younger than me, and I wouldn't want her to go through that. I also got two elder sisters both over 30. The younger is married with kids and the older not yet. What matters in life is being happy and impacting positively on others. if marriage fits this plan for u then goodluck. If not you can still enjoy your life.
08-4-2005|f|Seun take it easy on yourself boy. You got it all wrong. I only said one do not truly mature until they are in their 20s, 30s. I want you to read the last paragraph again ok? I know you always have a problem anytime the issue of relationship is being discussed. Don't worry it's only a matter of time.
08-4-2005|f|Thank you trae, u said it all
11-4-2005|m|Tayotina, you're right!  I get a little excited when relationships are being discussed. The thing is, all I was trying to say is that being a woman is more of being a pop star than being a man is. One day people can't get enough of you and you think you are in control of them. But once the next cool thing comes along they look past you and you realise you were not as much in control of their hearts as you thought.  Having said that, I will try to refrain from discussing issues I haven't experienced.
22-4-2005|f|It depends on so many things mostly maturity both physically, emotionally, psychologically, financially, healthwise, spiritually etc. Marraige is something you can rush in but can't rush out, so you have to be very careful. I can say there is a right age for marriage because if I should say maybe 24, some culture will query that so it depends on the parties involved.  But in all things, we shouldn't be forgetting someone that is very crucial i.e. talking to Our Heavenly Father about everything even about what age we should go into marriage (I mean individually asking Him).
23-4-2005|m|The right age for marriage is when a person has found the right person to marry. Marriage is a beautiful experience with the right partner, regardless of the age one enters into it. Ikpa
24-4-2005|m|Ikpa, I like your angle.  But I think we should bear it in mind that who you are at age 18 is not necessarily who you are at age 25 or 32. Over time, people change. Sometimes with age a person may get more mature, or become an angry and untrusting person over some bitter experiences.
29-4-2005|m|Seun all of you have left out one thing. agreed by the time a girl is 26 going on 30 she is supposed to be independent. But culture also determines marriageable age especially when you have a mother with hopes of becoming a grandmother earlier than her mates.  Women are expected to marry young in our culture (because we place a high premium on childbearing).  I believe you should marry when you are financially independent and mentally mature. Age is not the only factor , emotional issues also come into play (However for some of us who don't believe in the existence of love, that may not really be a factor.)
29-4-2005|f|It's quite unfortunate that you feel that way kodewrita; a world void of love is indeed a world empty of hope.
04-5-2005|m|I;ll keep it nice and simple for a guy (target for myself) is 28 and with girls i think 26 sounds just about right
23-5-2005|m|I will rather say one can marry at the age of 20 provided you satisfy the three conditions. 1) you must be physically mature. 2) you must be financially mature. 3) you must be spiritually mature. If you haven't developed the secondary structures no matter the age you attain you can't go into marriage. If you can't feed urself talkless of the family, you can't go into marriage if you do it will crash. If you're not spiritually mature how will you know what is the will of god for you in marriage and how to apply wisdom and principles God put in place for a blissful home. Please be wise. Shine your eyes.
23-5-2005||Seems the answers here are just spawning more questions for me.  For example, most people are saying "marry when {emotionally or spiritually or mentally or physically or <insert your own category here} mature". What do you mean by "mature"?  Anyhow, I think it's silly for anyone to turn marriage (which should be undertaken with the greatest care in the world) into a do-or-die affair by imposing artificial time limits and decreeing a 'suitable' age for marriage.  It's when someone is told that they should get married before they are 30 that they jump into marriage with a totally unsuitable person because they are 29 years 364 days and desperate. And as someone who has seen a fair few desperately unhappy marriages, I'd rather remain single than enter into such living hells.
24-5-2005||I'm amused by marriage, seeing as my girlfriend just got married. I'm not sure what she was expecting, but there is no going back. I guess there is this perception where people think their partners will complete them. lol! Na lie~ I saw a TV program where the individual was told, u've got to feel whole first, so that when you enter something like marriage its about sharing. People, be true to yourselves. Feeling whole doesn't always have to be about making sure you have a secure bank account, or you are the right weight or you have a degree. It may apply to some, but sometimes its the simplest emotions liking finally knowing who you are and being content to let things flow. I do not believe you can place that in an age bracket. Placing culture in the equation is when things generally turn sour ( from what I've seen), but thats life.
24-5-2005|f|well, i think 12 sha...it's pretty normal in ma village...
02-6-2005|m|In Nigeria today the right age for a woman to get married is at most 25 and for men you might evevn decide not to marry till you are 40years na you Sabi
03-6-2005|f|10,12,15,18,22,40,58, whatever as long as she has breasts and she has started menstruating, what stops her from getting married? But all the brothers they like to get established and up and going before getting married so I've said my piece.  Chikena!
04-6-2005|f|quite funny really!
04-6-2005|f|Funny? The humour was lost on me but 'barbaric' was the word that came to mind.
23-6-2005|m|The right age for Marriage is when you can support the family financially
06-7-2005|m|At the age of 20 for Ladies and 22 for Man.(My suggestion)
31-3-2005|m|BBC News "Lagos is the biggest city in Nigeria and sub-Saharan Africa, but until recently it did not even have any cinemas. That is all the more surprising given that Nigerians love watching films: the country is famous for its thriving and expanding home-video industry. Now, however, that has all changed, thanks to the Silverbird Cinemas."  Jitendra Sharma: "Never ever have I heard opening of a cinema hall or a cineplex make so much news! The launch of the cineplex took almost everyone concerned with cinema in Nigeria by surprise ..."  Patricia at the Mobile Nigeria Forum: "Any one been to the Siverbird Galleria? Nice place to watch a movie, very large screen, high quality pictures and sound system with the smell of pop corn all around you. I went there to watch "National Treasure" and I enjoyed it very much; as against watching a pirated CD at home. You guys should give it a trial (not that I am advertising for them). It is a really cool place to relax."  What do you think of the Silverbird Cinemas? Have you been there?
02-5-2005|m|I have been there once and I think its a nice place but they should work on the price, because I personally will say I am a film addict and I can't be paying 1500k every movie but its a nice place to relax and unwind.
02-5-2005|m|The official website of Silverbird Cinemas, which (I think) is part of Silverbird Galleria, is: 
06-5-2005|f|Looks like Siverbird Television is advertising both for Siverbird Cinemas and the VCD vendors on the street. I see them sell all the movies advertised to be shown at the cinemas everywhere in Lagos.
11-5-2005|m|I feel what trish feels, too. I actually look out for Silverbird adverts before I make my choice in going for movies. Funny. Well, I check out some ratings too. Anyhow, the cinema idea is a cool one. I really hope it lasts.
20-5-2005|m|Seun, e be like say you get bad bele with Silverbird Cinemas. Chill out, go out there one weekend and enjoy a day full of fun. I spend most of my naira there. You want to go with me?
20-5-2005|m|Chawkee, I don't think it's obvious from what I wrote above, but since I am not a student I will have to pay 1,500 or so to watch a movie. I feel that this is too expensive.  To add insult to injury, I will have to take public transport to the Cinema venue and back home after watching the movie! I mean, I want to watch movies legally from the confort of my home, and at an affordable price.
01-6-2005|f|Seun make I give you advice:  If it is too expensive as you say it is (I don't know because I haven't even smelt the place yet) then ask any always updated CD shop near you and buy 20 naira popcorn in your area, get a chilled bottle of coke (it could be two if the film is so long) and watch the movie. God I bet you will enjoy it more than I do.  Catch ya
01-6-2005|m|I'm doing just that at the moment. Watching Star Wars Episode 3, 'the Revenge of the Sith' on my PC and enjoying every moment!  Too bad I can't boast of having a legal copy. The people behind Silverbird Cinemas are doing what they're doing legally, and that's probably why it's so expensive.
01-6-2005|f|Yes you are right but sometimes you have to do what is wrong to do what is right, just as Nicholas Cage said in National Treasure. Anyway what is happening now in the film? (I am dying 2 watch it).
20-6-2005||Its terrible that the ONLY films they show there are American. American cinemas show American films, chinese cinemas show chinese films, yet we think it serves us to completely ignore the creative skills of filmmakers at home and make the already full pockets of American film companies, actors, and directors even fatter. Its ok to have SOME American films, but that seems to be all that they show. I don't know when it will be possible for Nigerian films to be shown, but hopefully it will be soon....
20-6-2005|m|Perhaps they are showing these films because people want to watch them
20-6-2005|f|i believe it will be shown soon, but then..lets think of it.. u know most of the nigerian films out now re majorly craps, so why would silverbird show craps at a high price, menn they will be tarnishing their image o! but if good movies come in succession (naija movies) it will be shown someday
21-6-2005|m|Actually most countries in the world show American films!! Simply becuase they tend to be better quality, even in the UK most films are American.  So it is not just Naija that this happens, when our home based products get to an acceptable quality they will be shown.  In China that you mentioned they also show American films a lot and vice versa.  I wrote a review on SilverBird earlier this year, let me go and find it and post it here.
21-6-2005|m|Silverbird  I visited the cinema complex known as Silverbird while in Naija and I have to give credit where credit is due.  The place is a nice joint and cannot be knocked.  The actual building is well lit and airy and is as good as any UCI complex in London and actually better than a few!!  The actual theatres themselves were upto standard and very clean, I watched two movies while in Lagos, Elektra and National Treasure.  The video and sound quality was very good and comparable to most local cinemas in Jand but nowhere near THX quality or DTS which you will get from the best cinema's in the UK, but i am sure that is only a matter of time.  The popcorn to me was the biggest surprise of all!! It was better than ANY i have EVER had, and that covers both the UK and the US!!!  I could go just for the popcorn alone!  Another big plus for Silverbird is that in the complex is a joint called Cubes which is like a bar where people can hang out and dance, while very pricey it was a classy joint.  I give Silverbird a classy 8/10
21-6-2005||Most Bollywood films aren't exactly top notch either .
